statement_id,transaction_id,session_id,account,user,host,database,statement,statement_tag,statement_fingerprint,node_uuid,node_type,request_at,response_at,duration,status,err_code,error,exec_plan,rows_read,bytes_scan,stats,statement_type,query_type,role_id,sql_source_type,aggr_count,result_count
f84953a4-5d50-11ee-8c9f-46847fd5eb9e,bf315823-5d76-42cd-8e02-e41ecaea351c,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,/* ApplicationName=GoLand 2023.1 */ SET net_write_timeout=600,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.938574,2023-09-28 00:14:43.938834,260042,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f84953a4-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,12,0]",Set Var,Other,2,external_sql,0,0
f846970e-5d50-11ee-8c9f-46847fd5eb9e,e37dfd87-d421-4263-9278-a6dbb6044ce4,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,SHOW WARNINGS,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.920658,2023-09-28 00:14:43.920696,37792,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f846970e-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,148,1]",Show Warnings,Other,2,external_sql,0,0
f8466108-5d50-11ee-8c9f-46847fd5eb9e,68fafd8c-b096-41e5-a43c-fcdb2adbf3c1,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,SHOW WARNINGS,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.919274,2023-09-28 00:14:43.919320,46750,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f8466108-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,148,0]",Show Warnings,Other,2,external_sql,0,0
f845ec1e-5d50-11ee-8c9f-46847fd5eb9e,,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,/* ApplicationName=GoLand 2023.1 */ SET SQL_SELECT_LIMIT=DEFAULT,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.916278,2023-09-28 00:14:43.916420,142167,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f845ec1e-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,12,0]",Set Var,Other,2,external_sql,0,0
f845d1ac-5d50-11ee-8c9f-46847fd5eb9e,ae9db014-206e-415c-a130-aafbec2d03d0,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,SHOW WARNINGS,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.915608,2023-09-28 00:14:43.915639,30709,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f845d1ac-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,148,0]",Show Warnings,Other,2,external_sql,0,0
f84596e2-5d50-11ee-8c9f-46847fd5eb9e,88b50cd2-8587-4b76-9f5e-97f66b1a5ff4,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,/* ApplicationName=GoLand 2023.1 */ set session transaction read write,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.914104,2023-09-28 00:14:43.914121,17708,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f84596e2-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,12,1]",Set Transaction,TCL,2,external_sql,0,0
f8060392-5d50-11ee-8c9f-46847fd5eb9e,3d748a5d-3673-420a-8c66-58ed91976671,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,SHOW WARNINGS,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.497450,2023-09-28 00:14:43.497502,51500,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f8060392-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,148,0]",Show Warnings,Other,2,external_sql,0,0
f7fd83c0-5d50-11ee-8c9f-46847fd5eb9e,39358386-6dab-4232-9bd0-bc8478a95a96,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,/* ApplicationName=GoLand 2023.1 */ SET SQL_SELECT_LIMIT=501,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.441751,2023-09-28 00:14:43.441889,138834,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f7fd83c0-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,12,0]",Set Var,Other,2,external_sql,0,0
f7fd7268-5d50-11ee-8c9f-46847fd5eb9e,b344a681-b93e-4bd9-90e0-d9e25590550a,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,/* ApplicationName=GoLand 2023.1 */ SET net_write_timeout=600,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.441306,2023-09-28 00:14:43.441510,204083,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f7fd7268-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,12,1]",Set Var,Other,2,external_sql,0,0
f7fd346a-5d50-11ee-8c9f-46847fd5eb9e,,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,SHOW WARNINGS,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.439717,2023-09-28 00:14:43.439778,60541,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f7fd346a-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,148,0]",Show Warnings,Other,2,external_sql,0,0
f7fa4700-5d50-11ee-8c9f-46847fd5eb9e,4f2d660f-fe25-4221-9b1d-8d7cb9eb78da,e1bb4d54-5d50-11ee-8c9c-46847fd5eb9e,test,admin,127.0.0.1:51274,test,SHOW WARNINGS,,,7c4dccb4-4d3c-41f8-b482-5251dc7a41bf,ALL,2023-09-28 00:14:43.420531,2023-09-28 00:14:43.420579,48125,Success,0,,"{""code"":200,""message"":""NO ExecPlan Serialize function"",""steps"":null,""success"":false,""uuid"":""f7fa4700-5d50-11ee-8c9f-46847fd5eb9e""}",0,0,"[3,0,0,0,0,148,1]",Show Warnings,Other,2,external_sql,0,0
